sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceTaxonKingdomName	sourceTaxonPhylumName	sourceTaxonClassName	sourceTaxonOrderName	sourceTaxonFamilyName	sourceTaxonGenusName	sourceTaxonSpecificEpithetName	sourceTaxonSubspecificEpithetName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetTaxonKingdomName	targetTaxonPhylumName	targetTaxonClassName	targetTaxonOrderName	targetTaxonFamilyName	targetTaxonGenusName	targetTaxonSpecificEpithetName	targetTaxonSubspecificEpithetName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
GBIF:3390911310	GBIF:3080069	Glochidion	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Phyllanthaceae	Glochidian									http://purl.obolibrary.org/obo/RO_0008506	ecologically occurs with	GBIF:3994027426	GBIF:11195226	Phytorus lineolatus Weise, 1884	Animalia	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Phytorus	lineolatus											Dandan, Guam					1936-07-17	https://doi.org/10.5281/zenodo.5211656		Swezey, O. H. (1942). Phytorus lineolatus Weise 1884. In Miscellaneous Families of Guam Coleoptera, pp. 150-171 in Insects of Guam I (p. 171). Bernice P. Bishop Museum.
